date,region,temperature,salinity,biodiversity_index
2020-05-26,Pacific Ocean,16.41,35.3,10.28
2020-05-27,Pacific Ocean,20.87,34.14,7.11
2020-05-28,Pacific Ocean,16.44,35.42,9.35
2020-05-29,Pacific Ocean,19.19,34.62,9.24
2020-05-30,Pacific Ocean,18.81,33.62,7.93
2020-05-31,Pacific Ocean,19.78,35.06,8.11
2020-06-01,Pacific Ocean,20.73,35.93,7.36
2020-06-02,Pacific Ocean,19.85,34.96,8.72
2020-06-03,Pacific Ocean,20.39,35.11,8.61
2020-06-04,Pacific Ocean,16.17,35.05,8.93
2020-06-05,Pacific Ocean,20.56,34.95,7.16
2020-06-06,Pacific Ocean,16.64,34.57,9.39
2020-06-07,Pacific Ocean,17.24,34.83,9.76
2020-06-08,Pacific Ocean,20.73,34.6,7.33
2020-06-09,Pacific Ocean,20.73,35.37,7.41
2020-06-10,Pacific Ocean,17.36,35.13,9.48
2020-06-11,Pacific Ocean,22.06,35.42,6.77
2020-06-12,Pacific Ocean,19.07,35.46,9.26
2020-06-13,Pacific Ocean,18.52,34.24,8.56
2020-06-14,Pacific Ocean,18.48,35.2,9.46
2020-06-15,Pacific Ocean,20.97,34.57,7.14
2020-06-16,Pacific Ocean,18.72,35.14,8.48
2020-06-17,Pacific Ocean,17.28,34.99,9.93
2020-06-18,Pacific Ocean,18.28,35.57,9.25
2020-06-19,Pacific Ocean,13.94,35.41,10.54
2020-06-20,Pacific Ocean,21.27,34.17,7.63
2020-06-21,Pacific Ocean,20.52,33.98,7.99
2020-06-22,Pacific Ocean,18.63,34.96,8.31
2020-06-23,Pacific Ocean,20.16,35.52,7.71
2020-06-24,Pacific Ocean,19.32,35.01,8.16
2020-06-25,Pacific Ocean,21.46,35.12,7.22
2020-06-26,Pacific Ocean,17.82,34.6,9.22
2020-06-27,Pacific Ocean,22.65,35.34,6.42
2020-06-28,Pacific Ocean,20.85,34.79,7.81
2020-06-29,Pacific Ocean,18.47,35.68,8.69
2020-06-30,Pacific Ocean,21.78,35.03,6.68
2020-07-01,Pacific Ocean,18.43,34.83,9.28
2020-07-02,Pacific Ocean,16.02,34.7,10.28
2020-07-03,Pacific Ocean,20.26,34.81,8.25
2020-07-04,Pacific Ocean,19.59,34.82,8.72
2020-07-05,Pacific Ocean,19.6,35.64,7.41
2020-07-06,Pacific Ocean,15.4,34.46,10.1
2020-07-07,Pacific Ocean,17.56,34.78,8.77
2020-07-08,Pacific Ocean,20.43,34.75,6.62
2020-07-09,Pacific Ocean,18.17,34.4,9.34
2020-07-10,Pacific Ocean,18.16,35.16,8.53
2020-07-11,Pacific Ocean,19.17,34.89,8.19
2020-07-12,Pacific Ocean,18.42,35.8,9.42
2020-07-13,Pacific Ocean,14.11,35.69,11.0
2020-07-14,Pacific Ocean,19.0,34.91,7.79
2020-07-15,Pacific Ocean,19.0,35.05,8.68
2020-07-16,Pacific Ocean,18.1,34.83,8.73
2020-07-17,Pacific Ocean,17.87,34.8,9.15
2020-07-18,Pacific Ocean,18.13,35.62,8.88
2020-07-19,Pacific Ocean,21.01,34.68,7.31
2020-07-20,Pacific Ocean,16.8,35.24,9.56
2020-07-21,Pacific Ocean,18.41,34.9,8.89
2020-07-22,Pacific Ocean,18.78,34.91,7.68
2020-07-23,Pacific Ocean,18.82,35.67,9.73
2020-07-24,Pacific Ocean,19.34,34.65,8.45
2020-07-25,Pacific Ocean,18.47,34.54,9.05
2020-07-26,Pacific Ocean,15.92,34.23,9.74
2020-07-27,Pacific Ocean,18.45,34.43,8.84
2020-07-28,Pacific Ocean,18.94,35.43,7.88
2020-07-29,Pacific Ocean,18.85,34.65,8.35
2020-07-30,Pacific Ocean,19.82,35.4,7.87
2020-07-31,Pacific Ocean,21.53,35.1,6.9
2020-08-01,Pacific Ocean,23.03,35.77,5.85
2020-08-02,Pacific Ocean,20.36,34.47,7.21
2020-08-03,Pacific Ocean,20.87,34.81,6.86
2020-08-04,Pacific Ocean,19.53,35.45,7.51
2020-08-05,Pacific Ocean,16.06,35.5,9.82
2020-08-06,Pacific Ocean,19.04,35.07,8.36
2020-08-07,Pacific Ocean,21.83,34.44,6.23
2020-08-08,Pacific Ocean,20.86,34.56,7.59
2020-08-09,Pacific Ocean,18.78,35.46,9.22
2020-08-10,Pacific Ocean,19.99,35.14,7.77
2020-08-11,Pacific Ocean,15.72,34.57,9.71
2020-08-12,Pacific Ocean,18.49,34.83,9.1
2020-08-13,Pacific Ocean,19.17,34.97,8.36
2020-08-14,Pacific Ocean,16.43,35.11,10.4
2020-08-15,Pacific Ocean,21.3,33.73,7.4
2020-08-16,Pacific Ocean,17.32,35.06,8.95
2020-08-17,Pacific Ocean,22.06,35.27,7.0
2020-08-18,Pacific Ocean,20.95,34.45,7.98
2020-08-19,Pacific Ocean,17.22,35.13,9.23
2020-08-20,Pacific Ocean,24.44,34.65,5.55
2020-08-21,Pacific Ocean,20.05,34.86,8.43
2020-08-22,Pacific Ocean,21.58,34.37,7.34
2020-08-23,Pacific Ocean,22.41,34.19,6.56
2020-08-24,Pacific Ocean,18.74,34.35,9.06
2020-08-25,Pacific Ocean,17.33,34.14,9.27
2020-08-26,Pacific Ocean,20.24,34.68,7.65
2020-08-27,Pacific Ocean,21.41,34.66,6.77
2020-08-28,Pacific Ocean,19.73,35.17,8.81
2020-08-29,Pacific Ocean,20.65,35.13,7.02
2020-08-30,Pacific Ocean,20.05,35.83,8.03
2020-08-31,Pacific Ocean,15.47,33.93,10.78
2020-09-01,Pacific Ocean,19.76,35.33,7.54
2020-09-02,Pacific Ocean,19.1,35.19,8.56
2020-09-03,Pacific Ocean,20.73,34.32,7.18
2020-09-04,Pacific Ocean,19.97,35.02,7.95
2020-09-05,Pacific Ocean,21.39,34.76,6.54
2020-09-06,Pacific Ocean,15.88,34.78,9.51
2020-09-07,Pacific Ocean,17.79,35.31,8.67
2020-09-08,Pacific Ocean,18.81,34.23,8.92
2020-09-09,Pacific Ocean,17.39,34.68,9.92
2020-09-10,Pacific Ocean,20.33,35.11,7.74
2020-09-11,Pacific Ocean,17.15,35.31,9.78
2020-09-12,Pacific Ocean,18.84,34.92,8.69
2020-09-13,Pacific Ocean,22.9,34.84,6.98
2020-09-14,Pacific Ocean,21.63,34.14,7.88
2020-09-15,Pacific Ocean,20.48,35.43,8.17
2020-09-16,Pacific Ocean,21.01,34.98,7.1
2020-09-17,Pacific Ocean,18.03,35.35,8.56
2020-09-18,Pacific Ocean,19.98,34.8,8.08
2020-09-19,Pacific Ocean,20.62,35.14,6.93
2020-09-20,Pacific Ocean,21.74,34.76,6.55
2020-09-21,Pacific Ocean,19.66,35.13,7.26
2020-09-22,Pacific Ocean,18.97,34.49,8.2
2020-09-23,Pacific Ocean,16.17,35.69,10.09
2020-09-24,Pacific Ocean,17.45,35.79,9.08
2020-09-25,Pacific Ocean,15.71,35.03,9.81
2020-09-26,Pacific Ocean,17.71,34.96,8.27
2020-09-27,Pacific Ocean,17.97,35.54,8.49
2020-09-28,Pacific Ocean,21.69,34.95,6.44
2020-09-29,Pacific Ocean,17.82,34.29,9.15
2020-09-30,Pacific Ocean,17.36,34.4,9.57
2020-10-01,Pacific Ocean,23.19,35.57,5.6
2020-10-02,Pacific Ocean,19.01,34.2,8.76
2020-10-03,Pacific Ocean,23.14,34.5,6.28
2020-10-04,Pacific Ocean,19.64,34.96,7.35
2020-10-05,Pacific Ocean,17.85,35.08,8.78
2020-10-06,Pacific Ocean,22.36,35.55,6.17
2020-10-07,Pacific Ocean,23.81,34.8,5.97
2020-10-08,Pacific Ocean,23.5,35.08,6.32
2020-10-09,Pacific Ocean,17.24,34.51,9.11
2020-10-10,Pacific Ocean,18.79,34.67,8.49
2020-10-11,Pacific Ocean,18.59,35.2,7.65
2020-10-12,Pacific Ocean,22.52,34.95,7.07
2020-10-13,Pacific Ocean,21.72,35.03,7.4
2020-10-14,Pacific Ocean,18.65,34.79,8.72
2020-10-15,Pacific Ocean,24.65,34.72,6.07
2020-10-16,Pacific Ocean,17.78,34.74,9.07
2020-10-17,Pacific Ocean,18.65,36.22,9.17
2020-10-18,Pacific Ocean,20.31,34.54,7.36
2020-10-19,Pacific Ocean,21.01,35.09,7.47
2020-10-20,Pacific Ocean,20.21,35.34,7.87
2020-10-21,Pacific Ocean,20.44,35.47,6.86
2020-10-22,Pacific Ocean,17.63,35.08,8.59
2020-10-23,Pacific Ocean,20.21,34.51,8.45
2020-10-24,Pacific Ocean,19.25,34.75,8.18
2020-10-25,Pacific Ocean,24.79,34.16,5.12
2020-10-26,Pacific Ocean,19.12,35.19,8.59
2020-10-27,Pacific Ocean,21.44,35.0,7.21
2020-10-28,Pacific Ocean,17.63,35.55,9.24
2020-10-29,Pacific Ocean,19.59,35.23,9.02
2020-10-30,Pacific Ocean,20.25,34.79,8.06
2020-10-31,Pacific Ocean,22.0,33.93,6.51
2020-11-01,Pacific Ocean,18.87,35.11,8.69
2020-11-02,Pacific Ocean,20.94,34.91,8.13
2020-11-03,Pacific Ocean,19.76,35.13,7.78
2020-11-04,Pacific Ocean,22.76,35.55,6.33
2020-11-05,Pacific Ocean,20.13,36.26,7.3
2020-11-06,Pacific Ocean,15.95,35.21,9.49
2020-11-07,Pacific Ocean,19.05,34.6,7.63
2020-11-08,Pacific Ocean,17.52,34.87,9.1
2020-11-09,Pacific Ocean,21.38,35.07,7.93
2020-11-10,Pacific Ocean,23.39,34.71,6.8
2020-11-11,Pacific Ocean,23.32,35.07,6.35
2020-11-12,Pacific Ocean,23.72,34.83,5.27
2020-11-13,Pacific Ocean,20.97,35.4,7.22
2020-11-14,Pacific Ocean,19.86,36.38,7.98
2020-11-15,Pacific Ocean,17.9,35.51,9.55
2020-11-16,Pacific Ocean,14.88,35.5,10.95
2020-11-17,Pacific Ocean,20.54,35.07,8.54
2020-11-18,Pacific Ocean,25.84,34.14,5.52
2020-11-19,Pacific Ocean,20.86,35.53,7.77
2020-11-20,Pacific Ocean,19.44,35.65,7.61
2020-11-21,Pacific Ocean,18.13,34.63,9.18
2020-11-22,Pacific Ocean,20.8,35.48,7.75
2020-11-23,Pacific Ocean,26.07,34.66,4.93
2020-11-24,Pacific Ocean,19.83,35.81,8.36
2020-11-25,Pacific Ocean,19.61,34.27,7.82
2020-11-26,Pacific Ocean,18.5,34.85,8.51
2020-11-27,Pacific Ocean,24.64,33.29,5.62
2020-11-28,Pacific Ocean,23.25,34.8,5.9
2020-11-29,Pacific Ocean,17.23,35.28,9.59
2020-11-30,Pacific Ocean,20.62,35.01,7.68
2020-12-01,Pacific Ocean,23.74,34.89,6.56
2020-12-02,Pacific Ocean,19.03,35.47,9.0
2020-12-03,Pacific Ocean,24.04,34.72,5.97
2020-12-04,Pacific Ocean,18.31,34.42,8.5
2020-12-05,Pacific Ocean,20.27,34.5,8.06
2020-12-06,Pacific Ocean,22.54,35.57,6.72
2020-12-07,Pacific Ocean,21.31,33.9,6.92
2020-12-08,Pacific Ocean,20.84,34.8,8.28
2020-12-09,Pacific Ocean,23.4,35.81,5.97
2020-12-10,Pacific Ocean,26.59,34.68,3.78
2020-12-11,Pacific Ocean,17.79,34.45,8.88
2020-12-12,Pacific Ocean,19.55,35.82,8.13
2020-12-13,Pacific Ocean,23.36,35.04,6.44
2020-12-14,Pacific Ocean,19.66,35.31,7.64
2020-12-15,Pacific Ocean,19.37,35.6,8.21
2020-12-16,Pacific Ocean,22.75,34.8,7.16
2020-12-17,Pacific Ocean,20.03,34.8,7.31
2020-12-18,Pacific Ocean,19.59,35.74,8.5
2020-12-19,Pacific Ocean,19.19,35.15,8.42
2020-12-20,Pacific Ocean,20.6,35.13,8.23
2020-12-21,Pacific Ocean,13.65,35.25,10.91
2020-12-22,Pacific Ocean,21.04,34.3,7.3
2020-12-23,Pacific Ocean,18.14,35.15,9.56
2020-12-24,Pacific Ocean,23.4,34.75,6.35
2020-12-25,Pacific Ocean,21.9,34.67,6.68
2020-12-26,Pacific Ocean,20.0,34.57,8.05
2020-12-27,Pacific Ocean,22.06,34.56,7.59
2020-12-28,Pacific Ocean,23.91,35.64,6.06
2020-12-29,Pacific Ocean,22.54,34.51,7.67
2020-12-30,Pacific Ocean,22.45,35.9,7.12
2020-01-01,Atlantic Ocean,15.08,34.94,11.2
2020-01-02,Atlantic Ocean,17.3,35.19,9.87
2020-01-03,Atlantic Ocean,11.82,34.96,12.55
2020-01-04,Atlantic Ocean,16.07,35.41,10.15
2020-01-05,Atlantic Ocean,18.25,35.0,8.53
2020-01-06,Atlantic Ocean,16.16,34.83,10.29
2020-01-07,Atlantic Ocean,18.29,33.93,8.2
2020-01-08,Atlantic Ocean,15.17,35.35,10.84
2020-01-09,Atlantic Ocean,14.06,35.07,11.38
2020-01-10,Atlantic Ocean,14.1,35.01,10.27
2020-01-11,Atlantic Ocean,15.39,34.0,10.62
2020-01-12,Atlantic Ocean,17.89,34.89,9.3
2020-01-13,Atlantic Ocean,13.13,34.93,11.16
2020-01-14,Atlantic Ocean,17.34,34.95,8.35
2020-01-15,Atlantic Ocean,16.06,34.86,8.87
2020-01-16,Atlantic Ocean,15.47,35.56,10.18
2020-01-17,Atlantic Ocean,17.98,34.74,8.84
2020-01-18,Atlantic Ocean,17.62,34.66,9.79
2020-01-19,Atlantic Ocean,12.42,34.41,11.65
2020-01-20,Atlantic Ocean,16.12,35.85,10.2
2020-01-21,Atlantic Ocean,20.66,34.09,8.01
2020-01-22,Atlantic Ocean,15.17,33.75,10.54
2020-01-23,Atlantic Ocean,18.07,34.64,9.25
2020-01-24,Atlantic Ocean,18.14,34.11,9.35
2020-01-25,Atlantic Ocean,16.36,35.04,9.72
2020-01-26,Atlantic Ocean,13.95,34.39,11.83
2020-01-27,Atlantic Ocean,16.01,36.01,9.7
2020-01-28,Atlantic Ocean,16.74,34.38,10.1
2020-01-29,Atlantic Ocean,16.12,35.06,10.21
2020-01-30,Atlantic Ocean,18.67,35.69,8.84
2020-01-31,Atlantic Ocean,14.68,34.86,11.05
2020-02-01,Atlantic Ocean,15.75,35.0,10.13
2020-02-02,Atlantic Ocean,16.77,34.26,10.1
2020-02-03,Atlantic Ocean,15.0,34.63,10.65
2020-02-04,Atlantic Ocean,14.34,35.4,11.35
2020-02-05,Atlantic Ocean,15.33,34.99,10.3
2020-02-06,Atlantic Ocean,14.34,35.07,10.56
2020-02-07,Atlantic Ocean,18.13,34.66,8.47
2020-02-08,Atlantic Ocean,18.17,34.1,8.61
2020-02-09,Atlantic Ocean,19.34,34.43,7.88
2020-02-10,Atlantic Ocean,16.73,34.16,10.18
2020-02-11,Atlantic Ocean,18.72,35.14,8.65
2020-02-12,Atlantic Ocean,18.26,34.5,8.78
2020-02-13,Atlantic Ocean,18.23,35.79,8.82
2020-02-14,Atlantic Ocean,14.53,34.91,10.66
2020-02-15,Atlantic Ocean,16.15,34.53,10.29
2020-02-16,Atlantic Ocean,16.88,34.32,9.14
2020-02-17,Atlantic Ocean,17.31,35.16,9.8
2020-02-18,Atlantic Ocean,15.95,34.77,9.21
2020-02-19,Atlantic Ocean,18.47,35.75,8.83
2020-02-20,Atlantic Ocean,18.21,34.71,9.24
2020-02-21,Atlantic Ocean,16.06,35.06,10.13
2020-02-22,Atlantic Ocean,14.03,35.43,11.26
2020-02-23,Atlantic Ocean,16.64,34.33,9.32
2020-02-24,Atlantic Ocean,16.15,34.21,9.19
2020-02-25,Atlantic Ocean,13.7,34.76,11.29
2020-02-26,Atlantic Ocean,16.74,35.65,9.33
2020-02-27,Atlantic Ocean,18.76,35.65,8.77
2020-02-28,Atlantic Ocean,13.67,34.55,11.02
2020-02-29,Atlantic Ocean,15.4,35.39,11.05
2020-03-01,Atlantic Ocean,16.09,35.21,10.23
2020-03-02,Atlantic Ocean,15.88,34.61,9.89
2020-03-03,Atlantic Ocean,21.34,34.97,6.52
2020-03-04,Atlantic Ocean,17.28,34.2,8.51
2020-03-05,Atlantic Ocean,18.75,34.85,7.98
2020-03-06,Atlantic Ocean,16.51,34.57,8.79
2020-03-07,Atlantic Ocean,19.24,35.52,8.83
2020-03-08,Atlantic Ocean,20.39,34.96,7.2
2020-03-09,Atlantic Ocean,14.99,35.54,9.91
2020-03-10,Atlantic Ocean,16.06,35.11,10.34
2020-03-11,Atlantic Ocean,15.94,34.77,10.04
2020-03-12,Atlantic Ocean,19.18,34.27,9.24
2020-03-13,Atlantic Ocean,20.07,34.15,8.39
2020-03-14,Atlantic Ocean,15.53,35.13,10.03
2020-03-15,Atlantic Ocean,12.24,35.56,12.0
2020-03-16,Atlantic Ocean,12.17,35.57,10.92
2020-03-17,Atlantic Ocean,16.51,35.35,9.88
2020-03-18,Atlantic Ocean,18.47,34.55,8.83
2020-03-19,Atlantic Ocean,14.81,35.13,10.96
2020-03-20,Atlantic Ocean,17.35,35.45,8.87
2020-03-21,Atlantic Ocean,20.85,35.39,6.79
2020-03-22,Atlantic Ocean,19.51,34.29,7.99
2020-03-23,Atlantic Ocean,19.29,34.57,8.39
2020-03-24,Atlantic Ocean,16.75,35.09,10.88
2020-03-25,Atlantic Ocean,16.52,33.63,9.54
2020-03-26,Atlantic Ocean,18.69,35.94,9.38
2020-03-27,Atlantic Ocean,17.98,34.78,9.32
2020-03-28,Atlantic Ocean,19.8,34.87,8.14
2020-03-29,Atlantic Ocean,14.91,35.6,10.38
2020-03-30,Atlantic Ocean,16.63,35.78,10.04
2020-03-31,Atlantic Ocean,16.76,34.76,9.7
2020-04-01,Atlantic Ocean,17.98,35.2,9.6
2020-04-02,Atlantic Ocean,14.43,34.22,11.65
2020-04-03,Atlantic Ocean,19.03,34.9,8.59
2020-04-04,Atlantic Ocean,16.13,34.5,9.68
2020-04-05,Atlantic Ocean,16.61,34.56,9.39
2020-04-06,Atlantic Ocean,18.43,35.81,9.51
2020-04-07,Atlantic Ocean,13.61,34.85,10.47
2020-04-08,Atlantic Ocean,16.4,36.14,10.43
2020-04-09,Atlantic Ocean,14.87,34.67,11.62
2020-04-10,Atlantic Ocean,16.29,34.93,10.04
2020-04-11,Atlantic Ocean,16.36,35.0,9.43
2020-04-12,Atlantic Ocean,14.2,34.76,11.15
2020-04-13,Atlantic Ocean,15.67,34.17,10.0
2020-04-14,Atlantic Ocean,16.28,34.77,9.25
2020-04-15,Atlantic Ocean,21.51,35.61,6.08
2020-04-16,Atlantic Ocean,17.55,34.66,9.79
2020-04-17,Atlantic Ocean,15.86,35.2,10.21
2020-04-18,Atlantic Ocean,16.6,34.98,9.95
2020-04-19,Atlantic Ocean,20.37,35.3,8.0
2020-04-20,Atlantic Ocean,13.01,34.18,10.72
2020-04-21,Atlantic Ocean,14.14,35.47,11.14
2020-04-22,Atlantic Ocean,15.64,35.65,10.53
2020-04-23,Atlantic Ocean,17.16,35.61,9.42
2020-04-24,Atlantic Ocean,16.84,35.55,10.07
2020-04-25,Atlantic Ocean,20.4,34.43,6.88
2020-04-26,Atlantic Ocean,13.71,35.06,10.37
2020-04-27,Atlantic Ocean,20.08,34.63,8.53
2020-04-28,Atlantic Ocean,19.65,35.42,7.87
2020-04-29,Atlantic Ocean,18.2,35.12,7.98
2020-04-30,Atlantic Ocean,14.16,35.28,9.65
2020-05-01,Atlantic Ocean,18.0,35.09,9.54
2020-05-02,Atlantic Ocean,18.96,35.65,9.06
2020-05-03,Atlantic Ocean,18.63,36.03,8.46
2020-05-04,Atlantic Ocean,17.25,34.98,10.17
2020-05-05,Atlantic Ocean,13.0,35.59,11.12
2020-05-06,Atlantic Ocean,16.12,34.62,10.53
2020-05-07,Atlantic Ocean,17.38,34.84,9.05
2020-05-08,Atlantic Ocean,18.4,35.28,7.79
2020-05-09,Atlantic Ocean,15.19,34.96,10.98
2020-05-10,Atlantic Ocean,18.04,34.37,8.87
2020-05-11,Atlantic Ocean,18.3,35.06,9.25
2020-05-12,Atlantic Ocean,18.52,34.34,8.33
2020-05-13,Atlantic Ocean,13.61,34.55,11.02
2020-05-14,Atlantic Ocean,16.12,34.89,9.62
2020-05-15,Atlantic Ocean,19.61,34.46,7.98
2020-05-16,Atlantic Ocean,18.07,34.34,8.84
2020-05-17,Atlantic Ocean,13.74,34.89,10.44
2020-05-18,Atlantic Ocean,18.6,35.22,9.34
2020-05-19,Atlantic Ocean,14.93,35.18,9.93
2020-05-20,Atlantic Ocean,14.11,34.73,10.83
2020-05-21,Atlantic Ocean,17.33,35.31,8.72
2020-05-22,Atlantic Ocean,13.8,35.4,10.77
2020-05-23,Atlantic Ocean,17.39,36.48,9.62
2020-05-24,Atlantic Ocean,17.27,34.85,9.25
2020-05-25,Atlantic Ocean,18.03,34.38,9.92
2020-05-26,Atlantic Ocean,17.29,35.16,9.13
2020-05-27,Atlantic Ocean,18.09,35.22,8.94
2020-05-28,Atlantic Ocean,18.26,33.75,8.98
2020-05-29,Atlantic Ocean,18.13,34.22,8.94
2020-05-30,Atlantic Ocean,20.33,34.72,7.78
2020-05-31,Atlantic Ocean,13.59,34.68,11.32
2020-06-01,Atlantic Ocean,18.42,34.42,8.08
2020-06-02,Atlantic Ocean,17.46,35.11,9.09
2020-06-03,Atlantic Ocean,20.51,35.63,7.73
2020-06-04,Atlantic Ocean,14.95,35.23,11.58
2020-06-05,Atlantic Ocean,15.85,35.37,9.89
2020-06-06,Atlantic Ocean,18.26,34.95,10.27
2020-06-07,Atlantic Ocean,17.95,35.31,9.48
2020-06-08,Atlantic Ocean,15.38,34.08,10.41
2020-06-09,Atlantic Ocean,13.44,34.84,10.9
2020-06-10,Atlantic Ocean,19.47,35.31,9.11
2020-06-11,Atlantic Ocean,19.8,35.89,7.99
2020-06-12,Atlantic Ocean,17.71,34.64,9.17
2020-06-13,Atlantic Ocean,16.52,35.0,9.82
2020-06-14,Atlantic Ocean,15.25,35.26,10.92
2020-06-15,Atlantic Ocean,18.22,34.15,7.71
2020-06-16,Atlantic Ocean,21.28,35.11,6.62
2020-06-17,Atlantic Ocean,18.06,34.57,8.87
2020-06-18,Atlantic Ocean,18.53,35.01,9.25
2020-06-19,Atlantic Ocean,20.6,33.9,8.14
2020-06-20,Atlantic Ocean,16.7,34.95,9.92
2020-06-21,Atlantic Ocean,19.35,35.8,7.73
2020-06-22,Atlantic Ocean,13.39,35.6,11.22
2020-06-23,Atlantic Ocean,15.45,35.78,9.95
2020-06-24,Atlantic Ocean,11.74,34.71,12.02
2020-06-25,Atlantic Ocean,16.23,34.45,9.15
2020-06-26,Atlantic Ocean,18.2,35.07,8.76
2020-06-27,Atlantic Ocean,19.3,34.53,7.9
2020-06-28,Atlantic Ocean,19.7,34.98,8.15
2020-06-29,Atlantic Ocean,16.91,35.46,9.39
2020-06-30,Atlantic Ocean,19.46,35.08,8.28
2020-07-01,Atlantic Ocean,15.69,34.94,9.77
2020-07-02,Atlantic Ocean,18.4,35.03,9.09
2020-07-03,Atlantic Ocean,13.77,35.41,10.46
2020-07-04,Atlantic Ocean,15.26,34.69,10.77
2020-07-05,Atlantic Ocean,18.03,35.02,8.23
2020-07-06,Atlantic Ocean,18.6,34.48,9.23
2020-07-07,Atlantic Ocean,17.61,35.07,8.95
2020-07-08,Atlantic Ocean,13.87,35.43,10.54
2020-07-09,Atlantic Ocean,17.2,35.35,9.96
2020-07-10,Atlantic Ocean,18.31,34.33,8.28
2020-07-11,Atlantic Ocean,18.89,34.39,7.54
2020-07-12,Atlantic Ocean,18.69,34.01,8.96
2020-07-13,Atlantic Ocean,18.93,34.92,8.44
2020-07-14,Atlantic Ocean,17.64,34.97,9.32
2020-07-15,Atlantic Ocean,17.08,35.15,9.37
2020-07-16,Atlantic Ocean,15.92,34.38,9.62
2020-07-17,Atlantic Ocean,15.79,35.46,9.75
2020-07-18,Atlantic Ocean,19.89,35.15,8.12
2020-07-19,Atlantic Ocean,14.5,34.17,10.65
2020-07-20,Atlantic Ocean,13.29,34.98,10.58
2020-07-21,Atlantic Ocean,19.92,35.22,8.05
2020-07-22,Atlantic Ocean,18.85,35.26,8.24
2020-07-23,Atlantic Ocean,20.75,35.89,7.33
2020-07-24,Atlantic Ocean,18.74,34.85,9.01
2020-07-25,Atlantic Ocean,16.26,34.57,10.77
2020-07-26,Atlantic Ocean,18.06,34.44,8.84
2020-07-27,Atlantic Ocean,16.49,35.15,10.53
2020-07-28,Atlantic Ocean,18.43,35.43,8.91
2020-07-29,Atlantic Ocean,17.48,36.09,9.82
2020-07-30,Atlantic Ocean,19.06,35.59,8.21
2020-07-31,Atlantic Ocean,17.55,34.75,9.53
2020-08-01,Atlantic Ocean,19.97,35.14,8.43
2020-08-02,Atlantic Ocean,17.07,34.79,9.69
2020-08-03,Atlantic Ocean,15.37,35.25,10.44
2020-08-04,Atlantic Ocean,18.38,35.22,8.84
2020-08-05,Atlantic Ocean,15.38,35.61,10.28
2020-08-06,Atlantic Ocean,20.85,35.47,7.56
2020-08-07,Atlantic Ocean,16.83,33.7,10.08
2020-08-08,Atlantic Ocean,18.19,34.93,9.24
2020-08-09,Atlantic Ocean,15.81,34.37,9.68
2020-08-10,Atlantic Ocean,17.25,33.96,9.3
2020-08-11,Atlantic Ocean,17.49,34.66,9.53
2020-08-12,Atlantic Ocean,18.61,33.86,9.55
2020-08-13,Atlantic Ocean,14.99,35.36,10.41
2020-08-14,Atlantic Ocean,15.71,34.52,10.67
2020-08-15,Atlantic Ocean,16.67,34.78,10.05
2020-08-16,Atlantic Ocean,18.06,35.36,9.25
2020-08-17,Atlantic Ocean,18.7,34.84,7.65
2020-08-18,Atlantic Ocean,16.6,35.12,10.08
2020-08-19,Atlantic Ocean,18.63,34.77,8.08
2020-08-20,Atlantic Ocean,19.46,35.39,7.78
2020-08-21,Atlantic Ocean,22.04,35.2,7.54
2020-08-22,Atlantic Ocean,18.47,34.79,9.49
2020-08-23,Atlantic Ocean,18.06,35.43,9.05
2020-08-24,Atlantic Ocean,16.87,35.03,9.71
2020-08-25,Atlantic Ocean,20.41,34.55,8.1
2020-08-26,Atlantic Ocean,17.62,34.55,8.76
2020-08-27,Atlantic Ocean,20.41,35.88,7.84
2020-08-28,Atlantic Ocean,15.92,35.25,10.8
2020-08-29,Atlantic Ocean,20.91,34.79,7.57
2020-08-30,Atlantic Ocean,20.22,34.09,8.18
2020-08-31,Atlantic Ocean,18.59,34.69,8.72
2020-09-01,Atlantic Ocean,22.96,35.38,6.32
2020-09-02,Atlantic Ocean,17.24,35.98,9.6
2020-09-03,Atlantic Ocean,15.38,34.14,10.3
2020-09-04,Atlantic Ocean,16.49,35.06,9.71
2020-09-05,Atlantic Ocean,17.16,35.09,9.14
2020-09-06,Atlantic Ocean,20.7,35.89,7.15
2020-09-07,Atlantic Ocean,20.68,34.91,7.32
2020-09-08,Atlantic Ocean,15.8,33.51,9.99
2020-09-09,Atlantic Ocean,13.71,34.76,11.58
2020-09-10,Atlantic Ocean,17.86,35.52,9.92
2020-09-11,Atlantic Ocean,16.33,35.22,9.79
2020-09-12,Atlantic Ocean,21.47,35.1,7.34
2020-09-13,Atlantic Ocean,17.45,35.0,9.11
2020-09-14,Atlantic Ocean,19.0,35.2,9.57
2020-09-15,Atlantic Ocean,20.48,34.6,8.58
2020-09-16,Atlantic Ocean,16.94,34.62,10.05
2020-09-17,Atlantic Ocean,17.87,34.54,8.63
2020-09-18,Atlantic Ocean,17.1,35.96,9.86
2020-09-19,Atlantic Ocean,17.66,34.74,8.01
2020-09-20,Atlantic Ocean,16.55,35.25,9.38
2020-09-21,Atlantic Ocean,17.82,34.87,8.49
2020-09-22,Atlantic Ocean,19.51,34.6,8.53
2020-09-23,Atlantic Ocean,20.7,34.97,6.73
2020-09-24,Atlantic Ocean,19.95,35.35,7.89
2020-09-25,Atlantic Ocean,18.68,34.72,9.23
2020-09-26,Atlantic Ocean,11.73,34.88,12.08
