date,region,temperature,salinity,current_speed,sea_level
2020-03-16,Pacific Ocean,19.4,35.48,1.01,-0.143
2020-03-17,Pacific Ocean,15.08,33.51,2.43,-0.023
2020-03-18,Pacific Ocean,16.11,35.06,0.58,-0.018
2020-03-19,Pacific Ocean,19.49,34.34,0.54,-0.03
2020-03-20,Pacific Ocean,23.35,34.96,1.8,-0.156
2020-03-21,Pacific Ocean,19.11,35.2,1.73,-0.058
2020-03-22,Pacific Ocean,19.47,34.69,2.01,-0.048
2020-03-23,Pacific Ocean,22.54,35.76,0.54,0.148
2020-03-24,Pacific Ocean,16.45,34.81,2.18,0.076
2020-03-25,Pacific Ocean,16.61,35.99,0.95,-0.014
2020-03-26,Pacific Ocean,18.07,35.2,0.64,-0.034
2020-03-27,Pacific Ocean,17.74,34.44,2.28,0.093
2020-03-28,Pacific Ocean,20.45,35.93,0.29,-0.089
2020-03-29,Pacific Ocean,16.3,35.67,2.02,0.242
2020-03-30,Pacific Ocean,17.83,34.57,1.28,-0.119
2020-03-31,Pacific Ocean,17.42,34.5,0.67,0.176
2020-04-01,Pacific Ocean,20.07,34.87,1.94,0.088
2020-04-02,Pacific Ocean,18.58,34.65,0.63,0.164
2020-04-03,Pacific Ocean,17.42,34.94,0.86,-0.018
2020-04-04,Pacific Ocean,17.4,34.64,0.69,-0.099
2020-04-05,Pacific Ocean,18.69,35.07,1.6,-0.099
2020-04-06,Pacific Ocean,17.71,35.68,1.25,0.006
2020-04-07,Pacific Ocean,19.98,34.86,2.3,-0.096
2020-04-08,Pacific Ocean,21.96,35.16,0.57,-0.067
2020-04-09,Pacific Ocean,21.16,34.9,1.53,-0.032
2020-04-10,Pacific Ocean,19.12,34.85,0.31,-0.079
2020-04-11,Pacific Ocean,19.01,34.9,2.46,-0.094
2020-04-12,Pacific Ocean,20.57,34.41,1.39,0.033
2020-04-13,Pacific Ocean,17.47,34.83,0.61,-0.088
2020-04-14,Pacific Ocean,17.64,35.33,1.37,-0.015
2020-04-15,Pacific Ocean,17.13,35.52,0.7,0.04
2020-04-16,Pacific Ocean,14.8,34.14,1.74,-0.032
2020-04-17,Pacific Ocean,17.09,35.07,2.38,-0.049
2020-04-18,Pacific Ocean,17.51,34.53,1.99,0.023
2020-04-19,Pacific Ocean,19.72,34.8,1.87,-0.107
2020-04-20,Pacific Ocean,18.78,35.0,2.06,0.099
2020-04-21,Pacific Ocean,19.91,35.74,2.17,-0.057
2020-04-22,Pacific Ocean,19.18,34.19,1.88,-0.112
2020-04-23,Pacific Ocean,20.0,34.78,0.9,-0.058
2020-04-24,Pacific Ocean,19.81,35.06,2.14,0.037
2020-04-25,Pacific Ocean,15.55,34.28,0.32,0.058
2020-04-26,Pacific Ocean,18.52,35.64,1.05,0.103
2020-04-27,Pacific Ocean,14.58,34.99,0.39,0.031
2020-04-28,Pacific Ocean,20.11,35.57,0.79,0.036
2020-04-29,Pacific Ocean,18.46,34.64,0.69,0.14
2020-04-30,Pacific Ocean,14.86,35.1,1.96,-0.01
2020-05-01,Pacific Ocean,20.29,34.92,0.14,-0.107
2020-05-02,Pacific Ocean,18.57,34.74,0.52,-0.093
2020-05-03,Pacific Ocean,19.49,35.68,1.21,-0.095
2020-05-04,Pacific Ocean,17.7,35.66,2.15,-0.053
2020-05-05,Pacific Ocean,24.06,35.46,1.74,0.045
2020-05-06,Pacific Ocean,16.62,34.67,2.48,-0.085
2020-05-07,Pacific Ocean,19.59,35.18,0.24,0.217
2020-05-08,Pacific Ocean,18.04,34.77,1.08,0.031
2020-05-09,Pacific Ocean,16.92,34.09,1.59,-0.079
2020-05-10,Pacific Ocean,16.9,34.56,0.9,-0.2
2020-05-11,Pacific Ocean,18.18,35.3,1.76,0.093
2020-05-12,Pacific Ocean,18.06,34.64,1.91,0.071
2020-05-13,Pacific Ocean,20.01,35.67,1.48,0.075
2020-05-14,Pacific Ocean,17.84,35.06,0.72,-0.191
2020-05-15,Pacific Ocean,18.97,35.12,2.33,0.224
2020-05-16,Pacific Ocean,22.24,34.68,0.88,-0.053
2020-05-17,Pacific Ocean,20.36,35.96,2.01,0.048
2020-05-18,Pacific Ocean,23.47,35.36,0.94,-0.094
2020-05-19,Pacific Ocean,18.58,35.16,0.91,0.019
2020-05-20,Pacific Ocean,18.63,35.84,1.95,0.066
2020-05-21,Pacific Ocean,23.64,34.56,0.49,0.081
2020-05-22,Pacific Ocean,18.1,35.48,1.15,-0.031
2020-05-23,Pacific Ocean,19.09,35.58,1.4,-0.097
2020-05-24,Pacific Ocean,19.16,35.08,1.61,0.007
2020-05-25,Pacific Ocean,17.44,35.4,1.12,-0.019
2020-05-26,Pacific Ocean,20.14,34.7,0.62,0.087
2020-05-27,Pacific Ocean,15.73,35.44,1.49,0.077
2020-05-28,Pacific Ocean,17.48,35.92,2.23,-0.013
2020-05-29,Pacific Ocean,18.61,35.1,2.11,-0.015
2020-05-30,Pacific Ocean,19.22,34.87,1.0,0.112
2020-05-31,Pacific Ocean,17.77,34.83,1.63,-0.138
2020-06-01,Pacific Ocean,19.76,34.61,1.39,0.133
2020-06-02,Pacific Ocean,18.51,34.8,1.11,-0.112
2020-06-03,Pacific Ocean,16.76,35.71,2.33,0.048
2020-06-04,Pacific Ocean,16.97,34.64,1.38,-0.066
2020-06-05,Pacific Ocean,16.92,35.48,2.34,-0.148
2020-06-06,Pacific Ocean,21.12,35.22,1.51,-0.017
2020-06-07,Pacific Ocean,20.47,36.22,1.86,-0.124
2020-06-08,Pacific Ocean,19.58,34.41,0.17,0.008
2020-06-09,Pacific Ocean,20.21,35.52,1.92,0.022
2020-06-10,Pacific Ocean,18.1,35.31,1.49,0.069
2020-06-11,Pacific Ocean,17.18,35.45,1.58,0.01
2020-06-12,Pacific Ocean,21.65,35.15,1.98,-0.033
2020-06-13,Pacific Ocean,18.67,34.77,0.91,-0.061
2020-06-14,Pacific Ocean,18.66,34.85,1.59,0.018
2020-06-15,Pacific Ocean,20.33,35.24,1.88,-0.258
2020-06-16,Pacific Ocean,20.31,34.43,1.55,-0.155
2020-06-17,Pacific Ocean,18.61,35.25,0.52,0.063
2020-06-18,Pacific Ocean,18.8,35.75,1.9,-0.018
2020-06-19,Pacific Ocean,21.11,35.75,0.61,-0.055
2020-06-20,Pacific Ocean,20.18,34.95,0.87,0.015
2020-06-21,Pacific Ocean,20.44,35.19,0.46,-0.012
2020-06-22,Pacific Ocean,18.04,34.72,1.39,0.034
2020-06-23,Pacific Ocean,17.74,35.34,0.85,-0.025
2020-06-24,Pacific Ocean,17.5,34.82,1.68,0.023
2020-06-25,Pacific Ocean,18.74,35.95,0.75,0.11
2020-06-26,Pacific Ocean,19.84,34.58,0.59,0.081
2020-06-27,Pacific Ocean,16.68,34.72,1.68,-0.036
2020-06-28,Pacific Ocean,17.46,34.09,0.57,0.136
2020-06-29,Pacific Ocean,19.01,34.63,1.78,0.222
2020-06-30,Pacific Ocean,18.17,35.31,1.78,-0.007
2020-07-01,Pacific Ocean,18.33,34.88,0.82,-0.133
2020-07-02,Pacific Ocean,20.31,35.03,1.89,0.116
2020-07-03,Pacific Ocean,18.6,35.61,1.39,-0.165
2020-07-04,Pacific Ocean,20.53,34.21,1.13,0.067
2020-07-05,Pacific Ocean,20.08,34.52,1.16,0.062
2020-07-06,Pacific Ocean,21.91,34.78,1.05,0.006
2020-07-07,Pacific Ocean,18.63,35.86,0.44,-0.158
2020-07-08,Pacific Ocean,20.04,34.78,0.19,0.006
2020-07-09,Pacific Ocean,18.65,34.93,1.11,0.228
2020-07-10,Pacific Ocean,21.14,35.17,0.32,-0.142
2020-07-11,Pacific Ocean,19.9,35.28,1.21,-0.06
2020-07-12,Pacific Ocean,20.49,35.1,1.77,-0.085
2020-07-13,Pacific Ocean,18.76,34.42,1.06,0.043
2020-07-14,Pacific Ocean,20.78,35.01,1.15,-0.005
2020-07-15,Pacific Ocean,19.04,34.19,2.4,-0.102
2020-07-16,Pacific Ocean,22.8,34.48,0.88,-0.089
2020-07-17,Pacific Ocean,17.99,35.29,2.09,-0.087
2020-07-18,Pacific Ocean,18.33,34.97,2.43,-0.282
2020-07-19,Pacific Ocean,16.03,35.03,0.52,-0.071
2020-07-20,Pacific Ocean,19.54,34.69,0.41,0.042
2020-07-21,Pacific Ocean,22.86,35.21,2.13,-0.023
2020-07-22,Pacific Ocean,20.48,34.54,1.77,0.02
2020-07-23,Pacific Ocean,24.34,35.01,0.24,0.036
2020-07-24,Pacific Ocean,22.6,34.6,1.2,0.055
2020-07-25,Pacific Ocean,19.49,34.91,2.42,0.187
2020-07-26,Pacific Ocean,21.49,34.26,0.43,-0.043
2020-07-27,Pacific Ocean,21.09,35.08,2.25,-0.07
2020-07-28,Pacific Ocean,20.66,34.48,1.14,-0.197
2020-07-29,Pacific Ocean,20.42,34.86,0.42,-0.009
2020-07-30,Pacific Ocean,16.9,34.8,2.16,-0.043
2020-07-31,Pacific Ocean,19.34,34.9,2.09,0.08
2020-08-01,Pacific Ocean,21.09,35.3,1.59,-0.067
2020-08-02,Pacific Ocean,19.11,34.9,1.71,-0.297
2020-08-03,Pacific Ocean,18.95,34.75,2.25,0.01
2020-08-04,Pacific Ocean,21.17,35.35,1.12,-0.108
2020-08-05,Pacific Ocean,22.38,34.21,1.53,-0.124
2020-08-06,Pacific Ocean,19.62,35.09,2.26,0.087
2020-08-07,Pacific Ocean,20.58,34.57,0.29,0.018
2020-08-08,Pacific Ocean,19.86,35.62,0.8,0.03
2020-08-09,Pacific Ocean,19.73,36.21,1.29,0.029
2020-08-10,Pacific Ocean,21.33,33.68,0.33,-0.062
2020-08-11,Pacific Ocean,16.8,35.31,2.34,0.158
2020-08-12,Pacific Ocean,20.59,34.87,0.54,0.198
2020-08-13,Pacific Ocean,19.95,34.34,0.37,0.092
2020-08-14,Pacific Ocean,21.75,34.52,0.35,0.009
2020-08-15,Pacific Ocean,19.21,33.87,1.01,0.01
2020-08-16,Pacific Ocean,21.52,35.02,0.74,-0.109
2020-08-17,Pacific Ocean,19.22,34.33,1.24,0.039
2020-08-18,Pacific Ocean,20.58,34.37,0.62,-0.034
2020-08-19,Pacific Ocean,19.57,35.06,1.78,-0.045
2020-08-20,Pacific Ocean,18.25,34.43,0.88,0.106
2020-08-21,Pacific Ocean,18.83,34.27,1.33,0.131
2020-08-22,Pacific Ocean,19.92,34.25,1.71,0.16
2020-08-23,Pacific Ocean,17.79,35.88,0.73,0.169
2020-08-24,Pacific Ocean,21.82,34.78,0.12,-0.115
2020-08-25,Pacific Ocean,20.6,35.16,0.54,0.095
2020-08-26,Pacific Ocean,20.36,35.14,1.75,0.112
2020-08-27,Pacific Ocean,17.76,35.25,0.28,0.062
2020-08-28,Pacific Ocean,25.34,35.15,2.11,-0.06
2020-08-29,Pacific Ocean,20.57,35.06,2.35,0.148
2020-08-30,Pacific Ocean,20.72,34.9,0.18,0.042
2020-08-31,Pacific Ocean,21.83,34.44,2.35,0.016
2020-09-01,Pacific Ocean,15.37,35.13,2.19,0.002
2020-09-02,Pacific Ocean,20.5,35.41,0.82,-0.008
2020-09-03,Pacific Ocean,21.04,35.08,0.85,-0.059
2020-09-04,Pacific Ocean,19.47,34.51,2.48,-0.244
2020-09-05,Pacific Ocean,19.57,34.94,1.42,-0.006
2020-09-06,Pacific Ocean,20.71,34.72,1.03,0.13
2020-09-07,Pacific Ocean,18.57,34.6,0.83,-0.053
2020-09-08,Pacific Ocean,19.66,34.65,1.34,-0.172
2020-09-09,Pacific Ocean,25.45,35.53,2.32,-0.059
2020-09-10,Pacific Ocean,19.77,34.24,2.04,0.03
2020-09-11,Pacific Ocean,20.3,34.99,1.15,-0.009
2020-09-12,Pacific Ocean,18.72,34.26,2.16,-0.075
2020-09-13,Pacific Ocean,21.71,34.74,0.67,0.008
2020-09-14,Pacific Ocean,22.14,34.78,1.47,-0.014
2020-09-15,Pacific Ocean,22.52,35.26,0.89,0.099
2020-09-16,Pacific Ocean,21.1,35.3,1.38,-0.072
2020-09-17,Pacific Ocean,22.22,35.33,0.95,0.045
2020-09-18,Pacific Ocean,19.64,35.32,2.34,0.162
2020-09-19,Pacific Ocean,23.71,34.47,2.23,0.061
2020-09-20,Pacific Ocean,19.47,35.35,1.9,0.063
2020-09-21,Pacific Ocean,21.5,34.92,1.06,-0.066
2020-09-22,Pacific Ocean,19.85,34.4,0.47,0.037
2020-09-23,Pacific Ocean,20.67,35.59,1.28,0.097
2020-09-24,Pacific Ocean,19.2,34.82,1.58,0.14
2020-09-25,Pacific Ocean,20.19,34.93,1.57,-0.033
2020-09-26,Pacific Ocean,21.55,34.5,1.38,-0.031
2020-09-27,Pacific Ocean,19.41,35.29,1.18,-0.008
2020-09-28,Pacific Ocean,18.1,35.1,0.82,0.14
2020-09-29,Pacific Ocean,17.28,35.29,0.12,0.171
2020-09-30,Pacific Ocean,17.4,34.93,1.86,-0.262
2020-10-01,Pacific Ocean,19.27,35.59,1.94,-0.008
2020-10-02,Pacific Ocean,22.13,36.06,1.38,0.216
2020-10-03,Pacific Ocean,20.53,35.54,1.34,0.091
2020-10-04,Pacific Ocean,22.1,34.98,0.38,-0.181
2020-10-05,Pacific Ocean,19.17,34.81,1.5,0.069
2020-10-06,Pacific Ocean,18.58,34.72,1.17,0.077
2020-10-07,Pacific Ocean,18.36,35.1,2.43,0.114
2020-10-08,Pacific Ocean,20.43,34.86,0.59,0.042
2020-10-09,Pacific Ocean,16.58,35.11,1.1,0.001
2020-10-10,Pacific Ocean,19.31,34.29,1.36,-0.038
2020-10-11,Pacific Ocean,22.92,34.93,1.36,-0.031
2020-10-12,Pacific Ocean,22.58,35.13,0.46,0.047
2020-10-13,Pacific Ocean,22.1,35.15,1.45,-0.049
2020-10-14,Pacific Ocean,19.76,35.76,1.2,0.201
2020-10-15,Pacific Ocean,21.78,35.07,1.56,-0.097
2020-10-16,Pacific Ocean,17.87,35.05,0.96,0.125
2020-10-17,Pacific Ocean,19.15,34.76,2.22,-0.129
2020-10-18,Pacific Ocean,21.23,35.28,0.34,0.032
2020-10-19,Pacific Ocean,19.61,34.49,0.22,-0.082
2020-10-20,Pacific Ocean,23.24,35.22,0.31,0.109
2020-10-21,Pacific Ocean,21.92,35.17,0.72,-0.061
2020-10-22,Pacific Ocean,19.8,35.54,0.96,-0.24
2020-10-23,Pacific Ocean,18.39,35.41,0.9,-0.032
2020-10-24,Pacific Ocean,17.83,34.65,1.07,-0.076
2020-10-25,Pacific Ocean,19.21,34.7,1.88,0.082
2020-10-26,Pacific Ocean,19.23,35.6,1.42,0.048
2020-10-27,Pacific Ocean,18.68,35.1,1.66,-0.038
2020-10-28,Pacific Ocean,18.96,35.44,1.72,0.076
2020-10-29,Pacific Ocean,18.42,35.13,0.9,0.134
2020-10-30,Pacific Ocean,19.18,35.42,1.97,-0.024
2020-10-31,Pacific Ocean,22.08,34.57,1.25,-0.159
2020-11-01,Pacific Ocean,20.77,34.58,1.92,0.117
2020-11-02,Pacific Ocean,19.21,34.13,2.24,0.014
2020-11-03,Pacific Ocean,17.73,34.88,2.4,0.006
2020-11-04,Pacific Ocean,21.93,36.0,0.98,0.222
2020-11-05,Pacific Ocean,24.23,34.35,0.14,0.028
2020-11-06,Pacific Ocean,21.26,34.86,1.99,0.115
2020-11-07,Pacific Ocean,19.92,35.0,0.28,0.043
2020-11-08,Pacific Ocean,18.83,34.8,1.45,0.109
2020-11-09,Pacific Ocean,20.91,34.95,0.81,-0.065
2020-11-10,Pacific Ocean,22.99,34.65,0.28,-0.078
2020-11-11,Pacific Ocean,20.01,34.59,0.47,0.027
2020-11-12,Pacific Ocean,19.01,35.33,0.28,0.007
2020-11-13,Pacific Ocean,18.61,35.07,0.61,0.085
2020-11-14,Pacific Ocean,20.66,35.5,0.67,0.061
2020-11-15,Pacific Ocean,20.3,34.55,0.94,0.003
2020-11-16,Pacific Ocean,17.44,34.76,1.7,-0.029
2020-11-17,Pacific Ocean,19.25,35.42,0.18,0.069
2020-11-18,Pacific Ocean,20.44,35.15,0.43,0.029
2020-11-19,Pacific Ocean,19.84,35.53,1.88,0.051
2020-11-20,Pacific Ocean,15.97,35.03,1.57,0.09
2020-11-21,Pacific Ocean,20.38,34.67,0.91,-0.005
2020-11-22,Pacific Ocean,21.19,35.05,2.27,0.13
2020-11-23,Pacific Ocean,19.4,34.83,1.2,-0.005
2020-11-24,Pacific Ocean,20.35,34.43,0.32,-0.087
2020-11-25,Pacific Ocean,16.38,34.93,1.45,-0.061
2020-11-26,Pacific Ocean,20.92,34.67,1.64,0.013
2020-11-27,Pacific Ocean,21.62,34.89,1.95,0.019
2020-11-28,Pacific Ocean,23.89,35.13,2.11,-0.052
2020-11-29,Pacific Ocean,19.47,35.13,0.43,0.045
2020-11-30,Pacific Ocean,19.59,34.73,0.93,0.039
2020-12-01,Pacific Ocean,21.21,34.98,1.54,0.185
2020-12-02,Pacific Ocean,16.76,34.85,0.56,-0.044
2020-12-03,Pacific Ocean,17.84,35.22,2.04,0.289
2020-12-04,Pacific Ocean,21.2,34.38,1.14,-0.112
2020-12-05,Pacific Ocean,19.95,34.81,1.61,-0.031
2020-12-06,Pacific Ocean,20.14,34.57,0.74,-0.031
2020-12-07,Pacific Ocean,23.86,34.98,1.5,0.109
2020-12-08,Pacific Ocean,18.44,34.49,0.66,0.069
2020-12-09,Pacific Ocean,20.69,35.38,1.62,0.082
2020-12-10,Pacific Ocean,20.96,34.03,1.46,-0.185
2020-12-11,Pacific Ocean,24.55,34.43,0.8,0.059
2020-12-12,Pacific Ocean,18.08,34.6,0.81,-0.011
2020-12-13,Pacific Ocean,19.7,35.03,0.29,0.035
2020-12-14,Pacific Ocean,21.57,34.7,0.28,0.127
2020-12-15,Pacific Ocean,20.24,34.73,0.75,-0.036
2020-12-16,Pacific Ocean,18.6,34.63,1.64,0.055
2020-12-17,Pacific Ocean,21.11,34.1,1.96,-0.078
2020-12-18,Pacific Ocean,22.61,34.38,0.98,0.055
2020-12-19,Pacific Ocean,20.76,34.59,2.49,0.057
2020-12-20,Pacific Ocean,19.01,34.2,1.13,0.08
2020-12-21,Pacific Ocean,18.55,34.97,0.48,-0.086
2020-12-22,Pacific Ocean,19.49,34.57,0.12,0.093
2020-12-23,Pacific Ocean,19.83,35.42,0.7,0.028
2020-12-24,Pacific Ocean,20.1,35.55,0.94,0.005
2020-12-25,Pacific Ocean,23.26,33.95,1.61,-0.094
2020-12-26,Pacific Ocean,19.63,35.67,0.32,0.181
2020-12-27,Pacific Ocean,18.39,34.92,1.87,0.091
2020-12-28,Pacific Ocean,17.67,35.41,0.94,-0.016
2020-12-29,Pacific Ocean,22.77,35.56,0.77,-0.031
2020-12-30,Pacific Ocean,20.42,36.0,1.35,0.137
2020-01-01,Atlantic Ocean,17.92,34.77,2.16,0.083
2020-01-02,Atlantic Ocean,18.9,35.23,1.95,-0.003
2020-01-03,Atlantic Ocean,15.92,35.9,0.31,0.106
2020-01-04,Atlantic Ocean,13.77,34.77,2.14,-0.187
2020-01-05,Atlantic Ocean,16.47,34.89,0.59,0.227
2020-01-06,Atlantic Ocean,13.73,35.01,0.53,-0.079
2020-01-07,Atlantic Ocean,19.04,34.91,0.46,0.027
2020-01-08,Atlantic Ocean,17.95,34.57,2.39,-0.046
2020-01-09,Atlantic Ocean,14.49,34.71,1.18,-0.03
2020-01-10,Atlantic Ocean,18.01,34.94,2.16,-0.135
2020-01-11,Atlantic Ocean,17.01,35.62,1.97,-0.112
2020-01-12,Atlantic Ocean,17.92,35.11,0.21,0.161
2020-01-13,Atlantic Ocean,15.72,35.2,0.32,-0.1
2020-01-14,Atlantic Ocean,18.34,35.04,1.59,0.001
2020-01-15,Atlantic Ocean,13.71,34.49,0.9,0.038
2020-01-16,Atlantic Ocean,16.7,34.89,0.48,-0.143
2020-01-17,Atlantic Ocean,16.23,34.18,1.73,0.01
2020-01-18,Atlantic Ocean,14.44,34.95,0.93,0.019
2020-01-19,Atlantic Ocean,18.48,34.26,1.04,0.049
2020-01-20,Atlantic Ocean,16.34,35.96,1.73,-0.045
2020-01-21,Atlantic Ocean,17.95,34.68,1.51,-0.074
2020-01-22,Atlantic Ocean,17.42,35.88,1.87,-0.032
2020-01-23,Atlantic Ocean,14.33,34.37,0.55,0.009
2020-01-24,Atlantic Ocean,15.26,35.02,1.09,-0.21
2020-01-25,Atlantic Ocean,18.25,34.85,1.08,-0.099
2020-01-26,Atlantic Ocean,11.96,34.11,1.81,-0.02
2020-01-27,Atlantic Ocean,16.18,35.2,0.12,0.067
2020-01-28,Atlantic Ocean,14.09,34.54,1.32,-0.102
2020-01-29,Atlantic Ocean,13.25,35.16,0.59,0.027
2020-01-30,Atlantic Ocean,17.72,35.91,0.48,-0.014
2020-01-31,Atlantic Ocean,15.62,35.24,2.47,0.106
2020-02-01,Atlantic Ocean,17.28,34.67,1.63,0.082
2020-02-02,Atlantic Ocean,15.3,34.64,1.52,-0.067
2020-02-03,Atlantic Ocean,13.93,35.16,0.47,0.053
2020-02-04,Atlantic Ocean,15.51,35.47,1.56,-0.048
2020-02-05,Atlantic Ocean,17.85,34.81,0.89,0.025
2020-02-06,Atlantic Ocean,17.18,35.69,0.28,0.067
2020-02-07,Atlantic Ocean,15.37,34.98,1.04,-0.131
2020-02-08,Atlantic Ocean,17.37,35.05,1.78,-0.166
2020-02-09,Atlantic Ocean,20.27,35.02,0.66,-0.055
2020-02-10,Atlantic Ocean,16.16,34.88,1.69,-0.035
2020-02-11,Atlantic Ocean,15.07,34.63,1.72,0.076
2020-02-12,Atlantic Ocean,18.16,34.72,2.06,0.017
2020-02-13,Atlantic Ocean,14.0,34.7,1.2,0.223
2020-02-14,Atlantic Ocean,13.07,35.0,2.21,0.082
2020-02-15,Atlantic Ocean,17.72,35.04,1.61,-0.062
2020-02-16,Atlantic Ocean,14.56,35.41,1.02,-0.134
2020-02-17,Atlantic Ocean,16.03,34.67,0.61,-0.021
2020-02-18,Atlantic Ocean,16.51,34.69,0.22,0.053
2020-02-19,Atlantic Ocean,19.07,35.91,1.39,0.094
2020-02-20,Atlantic Ocean,12.63,35.14,0.77,-0.041
2020-02-21,Atlantic Ocean,14.83,35.26,1.02,0.025
2020-02-22,Atlantic Ocean,18.08,35.16,0.54,-0.142
2020-02-23,Atlantic Ocean,16.21,34.81,0.45,0.063
2020-02-24,Atlantic Ocean,17.56,34.74,1.81,-0.03
2020-02-25,Atlantic Ocean,14.74,34.37,2.23,0.052
2020-02-26,Atlantic Ocean,16.3,35.0,1.3,0.018
2020-02-27,Atlantic Ocean,18.22,35.24,2.3,0.065
2020-02-28,Atlantic Ocean,17.56,34.05,1.16,-0.038
2020-02-29,Atlantic Ocean,18.62,34.32,1.56,-0.131
2020-03-01,Atlantic Ocean,15.63,35.58,1.07,-0.122
2020-03-02,Atlantic Ocean,14.31,35.02,2.31,-0.043
2020-03-03,Atlantic Ocean,17.42,35.08,0.77,0.014
2020-03-04,Atlantic Ocean,13.62,35.2,1.43,-0.08
2020-03-05,Atlantic Ocean,16.34,35.05,2.12,0.004
2020-03-06,Atlantic Ocean,12.5,34.6,1.92,-0.154
2020-03-07,Atlantic Ocean,18.4,34.73,1.39,-0.079
2020-03-08,Atlantic Ocean,15.04,35.34,0.14,-0.019
2020-03-09,Atlantic Ocean,17.67,35.35,2.47,0.168
2020-03-10,Atlantic Ocean,14.96,34.92,1.1,-0.162
2020-03-11,Atlantic Ocean,14.5,35.09,0.58,-0.051
2020-03-12,Atlantic Ocean,21.61,35.28,2.22,0.072
2020-03-13,Atlantic Ocean,19.79,34.28,1.13,0.061
2020-03-14,Atlantic Ocean,16.65,34.62,2.17,-0.161
2020-03-15,Atlantic Ocean,18.92,34.96,0.14,0.004
2020-03-16,Atlantic Ocean,19.32,34.58,1.94,-0.102
2020-03-17,Atlantic Ocean,17.35,34.83,0.56,-0.158
2020-03-18,Atlantic Ocean,17.57,35.54,0.24,0.062
2020-03-19,Atlantic Ocean,13.85,34.28,1.54,0.07
2020-03-20,Atlantic Ocean,18.32,35.48,2.24,-0.244
2020-03-21,Atlantic Ocean,15.77,34.36,0.77,0.01
2020-03-22,Atlantic Ocean,19.48,34.78,2.06,-0.017
2020-03-23,Atlantic Ocean,14.56,35.16,0.49,0.177
2020-03-24,Atlantic Ocean,17.8,34.77,0.5,-0.028
2020-03-25,Atlantic Ocean,16.07,35.47,1.03,0.107
2020-03-26,Atlantic Ocean,14.22,34.91,0.57,0.093
2020-03-27,Atlantic Ocean,16.11,34.28,1.55,0.012
2020-03-28,Atlantic Ocean,13.34,34.59,0.8,-0.051
2020-03-29,Atlantic Ocean,15.67,34.46,1.9,0.071
2020-03-30,Atlantic Ocean,21.85,35.43,1.67,-0.012
2020-03-31,Atlantic Ocean,14.38,35.17,1.31,0.077
2020-04-01,Atlantic Ocean,15.49,35.12,0.92,0.096
2020-04-02,Atlantic Ocean,17.8,35.17,0.53,0.011
2020-04-03,Atlantic Ocean,17.04,35.75,2.17,0.15
2020-04-04,Atlantic Ocean,16.75,35.44,0.97,0.014
2020-04-05,Atlantic Ocean,19.0,34.3,1.65,0.092
2020-04-06,Atlantic Ocean,16.61,35.1,2.17,0.151
2020-04-07,Atlantic Ocean,15.99,35.3,2.37,-0.038
2020-04-08,Atlantic Ocean,16.87,34.58,2.02,-0.034
2020-04-09,Atlantic Ocean,12.95,35.89,0.25,-0.096
2020-04-10,Atlantic Ocean,16.86,36.01,0.69,0.078
2020-04-11,Atlantic Ocean,16.81,34.98,1.77,0.098
2020-04-12,Atlantic Ocean,20.04,35.06,1.17,0.022
2020-04-13,Atlantic Ocean,16.67,35.13,1.83,0.052
2020-04-14,Atlantic Ocean,15.63,33.9,0.32,0.125
2020-04-15,Atlantic Ocean,17.43,35.18,0.91,-0.053
2020-04-16,Atlantic Ocean,15.58,34.71,2.36,0.119
2020-04-17,Atlantic Ocean,18.91,35.7,2.49,0.068
2020-04-18,Atlantic Ocean,16.24,35.53,0.6,-0.159
2020-04-19,Atlantic Ocean,13.86,35.29,0.32,0.086
2020-04-20,Atlantic Ocean,18.67,35.06,1.39,-0.02
2020-04-21,Atlantic Ocean,13.49,35.83,1.49,0.047
2020-04-22,Atlantic Ocean,15.97,34.73,1.35,0.058
2020-04-23,Atlantic Ocean,17.44,35.09,2.0,0.163
2020-04-24,Atlantic Ocean,18.4,34.26,2.16,0.139
2020-04-25,Atlantic Ocean,17.74,35.87,0.84,-0.043
2020-04-26,Atlantic Ocean,17.33,35.21,1.03,-0.019
2020-04-27,Atlantic Ocean,16.62,35.76,2.05,0.014
2020-04-28,Atlantic Ocean,16.63,36.06,2.43,-0.066
2020-04-29,Atlantic Ocean,20.94,34.02,1.58,-0.174
2020-04-30,Atlantic Ocean,14.18,36.0,1.6,-0.104
2020-05-01,Atlantic Ocean,18.08,34.52,2.3,-0.06
2020-05-02,Atlantic Ocean,16.88,34.54,1.19,-0.147
2020-05-03,Atlantic Ocean,17.17,35.24,2.13,-0.013
2020-05-04,Atlantic Ocean,16.91,36.21,2.12,-0.036
2020-05-05,Atlantic Ocean,16.21,34.61,1.85,-0.071
2020-05-06,Atlantic Ocean,18.37,35.11,1.92,-0.1
2020-05-07,Atlantic Ocean,17.61,34.69,2.42,0.053
2020-05-08,Atlantic Ocean,16.38,35.3,0.95,0.016
2020-05-09,Atlantic Ocean,19.8,34.52,1.88,-0.005
2020-05-10,Atlantic Ocean,17.1,34.9,2.15,0.038
2020-05-11,Atlantic Ocean,17.06,35.04,0.99,-0.002
2020-05-12,Atlantic Ocean,21.07,34.48,1.93,-0.077
2020-05-13,Atlantic Ocean,15.56,35.36,1.37,-0.018
2020-05-14,Atlantic Ocean,18.46,35.21,1.73,0.035
2020-05-15,Atlantic Ocean,18.41,34.84,1.27,-0.059
